,CNT,CNTSCHID,bol_location,bol_extra_acts,bol_competition,bol_career_guidance,funding,students_male,students_female,teachers_ft,teachers_pt,total_students,total_teachers,ratio_f2m,ratio_pt2ft,ratio_ft2pt,ratio_t2s,ratio_s2t,ap_parental_eng,dropout_rate,avg_cog,avg_math,avg_read,avg_science,med_cog,med_math,med_read,med_science
173,CZE,20300174,0,1.0,1.0,1.0,0.97,202.0,247.0,32.0,5.0,449.0,37.0,1.2227722772277227,0.15625,6.4,0.0824053452115812,12.135135135135137,0.09,0.01,0.0,6.769230769230769,50.57692307692308,13.23076923076923,0.0,3.5,46.5,17.0
174,CZE,20300175,1,1.0,1.0,0.0,0.95,316.0,297.0,29.0,10.0,613.0,39.0,0.939873417721519,0.3448275862068966,2.9,0.0636215334420881,15.717948717948715,0.1875,0.0,0.0,7.043478260869565,42.17391304347826,6.913043478260869,0.0,2.0,41.0,5.0
175,CZE,20300176,1,1.0,0.0,0.0,0.87,79.0,60.0,11.0,4.0,139.0,15.0,0.759493670886076,0.3636363636363636,2.75,0.1079136690647482,9.266666666666667,0.205,0.0,0.0,5.666666666666667,42.0,14.333333333333334,0.0,3.5,42.5,5.0
176,CZE,20300177,1,1.0,0.0,1.0,0.97,183.0,92.0,11.0,2.0,275.0,13.0,0.5027322404371585,0.1818181818181818,5.5,0.0472727272727272,21.153846153846157,0.5,0.1,0.0,4.25,35.75,8.0,0.0,2.5,36.0,8.0
177,CZE,20300178,1,1.0,1.0,0.0,0.95,305.0,342.0,37.0,4.0,647.0,41.0,1.121311475409836,0.1081081081081081,9.25,0.0633693972179289,15.78048780487805,0.19,0.0,0.0,13.5,59.59090909090909,15.363636363636363,0.0,7.0,50.5,3.0
179,CZE,20300180,1,1.0,0.0,0.0,1.0,133.0,125.0,16.0,4.0,258.0,20.0,0.9398496240601504,0.25,4.0,0.0775193798449612,12.9,0.27,0.0,0.0,6.25,54.625,9.375,0.0,1.5,45.5,6.5
183,CZE,20300184,0,1.0,1.0,0.0,1.0,519.0,234.0,56.0,13.0,753.0,69.0,0.4508670520231214,0.2321428571428571,4.307692307692308,0.0916334661354581,10.91304347826087,0.3933333333333333,0.2,0.0,7.592592592592593,48.74074074074074,7.37037037037037,0.0,5.0,39.0,0.0
184,CZE,20300185,0,1.0,1.0,1.0,1.0,441.0,4.0,41.0,4.0,445.0,45.0,0.0090702947845804,0.0975609756097561,10.25,0.1011235955056179,9.88888888888889,0.3575,0.01,0.0,8.25,52.32142857142857,10.821428571428571,0.0,8.0,47.5,8.0
185,CZE,20300186,0,1.0,1.0,1.0,1.0,177.0,291.0,36.0,4.0,468.0,40.0,1.6440677966101696,0.1111111111111111,9.0,0.0854700854700854,11.7,0.1875,0.0,0.0,9.89655172413793,63.48275862068966,13.586206896551724,0.0,7.0,50.0,17.0
186,CZE,20300187,0,1.0,1.0,0.0,0.7,250.0,150.0,33.0,21.0,400.0,54.0,0.6,0.6363636363636364,1.5714285714285714,0.135,7.407407407407407,0.1366666666666666,0.05,0.0,8.482758620689655,56.6551724137931,10.275862068965518,0.0,5.0,47.0,6.0
191,CZE,20300192,1,1.0,1.0,1.0,1.0,177.0,44.0,21.0,8.0,221.0,29.0,0.2485875706214689,0.3809523809523809,2.625,0.1312217194570135,7.620689655172414,0.075,0.0,0.0,9.714285714285714,63.71428571428572,11.142857142857142,0.0,7.0,46.0,12.0
193,CZE,20300194,0,1.0,1.0,1.0,0.95,585.0,222.0,67.0,10.0,807.0,77.0,0.3794871794871794,0.1492537313432835,6.7,0.0954151177199504,10.48051948051948,0.2266666666666666,0.11,0.0,7.090909090909091,43.93939393939394,11.0,0.0,4.0,42.0,11.0
194,CZE,20300195,0,1.0,1.0,1.0,1.0,56.0,224.0,29.0,17.0,280.0,46.0,4.0,0.5862068965517241,1.7058823529411764,0.1642857142857142,6.086956521739131,0.1175,0.01,0.0,10.192307692307692,65.38461538461539,12.5,0.0,7.5,48.0,5.0
195,CZE,20300196,0,1.0,1.0,1.0,1.0,522.0,13.0,33.0,25.0,535.0,58.0,0.0249042145593869,0.7575757575757576,1.32,0.108411214953271,9.224137931034482,0.2466666666666666,0.09,0.0,6.636363636363637,44.78787878787879,11.484848484848484,0.0,5.0,45.0,10.0
197,CZE,20300198,0,1.0,1.0,0.0,1.0,174.0,160.0,25.0,3.0,334.0,28.0,0.9195402298850576,0.12,8.333333333333334,0.0838323353293413,11.928571428571429,0.1225,0.0,0.0,8.696969696969697,48.39393939393939,10.363636363636363,0.0,5.0,44.0,3.0
198,CZE,20300199,1,1.0,1.0,0.0,1.0,218.0,273.0,29.0,1.0,491.0,30.0,1.2522935779816513,0.0344827586206896,29.0,0.0610997963340122,16.366666666666667,0.295,0.04,0.0,8.090909090909092,40.72727272727273,6.181818181818182,0.0,5.0,40.0,0.0
200,CZE,20300201,0,1.0,1.0,1.0,0.57,63.0,29.0,7.0,8.0,92.0,15.0,0.4603174603174603,1.1428571428571428,0.875,0.1630434782608695,6.133333333333334,0.2275,0.07,0.0,9.166666666666666,55.22222222222222,11.77777777777778,0.0,6.5,52.5,14.0
201,CZE,20300202,0,1.0,1.0,1.0,0.9,216.0,212.0,22.0,2.0,428.0,24.0,0.9814814814814816,0.0909090909090909,11.0,0.0560747663551401,17.833333333333332,0.3033333333333333,0.02,0.0,12.0,68.1,17.9,0.0,4.0,52.5,3.0
202,CZE,20300203,0,1.0,1.0,0.0,1.0,236.0,226.0,26.0,1.0,462.0,27.0,0.9576271186440678,0.0384615384615384,26.0,0.0584415584415584,17.11111111111111,0.475,0.0,0.0,10.894736842105264,52.0,7.473684210526316,0.0,4.0,46.0,8.0
203,CZE,20300204,1,1.0,1.0,1.0,0.93,131.0,194.0,23.0,5.0,325.0,28.0,1.4809160305343512,0.217391304347826,4.6,0.0861538461538461,11.607142857142858,0.2966666666666667,0.04,0.0,8.083333333333334,48.91666666666666,11.833333333333334,0.0,3.5,48.0,13.5
204,CZE,20300205,1,1.0,0.0,0.0,1.0,183.0,173.0,23.0,2.0,356.0,25.0,0.9453551912568308,0.0869565217391304,11.5,0.0702247191011236,14.24,0.25,0.0,0.0,9.61904761904762,45.47619047619048,7.333333333333333,0.0,4.0,40.0,7.0
205,CZE,20300206,0,1.0,1.0,1.0,0.97,201.0,513.0,53.0,5.0,714.0,58.0,2.5522388059701493,0.0943396226415094,10.6,0.0812324929971988,12.310344827586206,0.3875,0.05,0.0,8.8125,75.71875,14.03125,0.0,5.0,49.0,8.5
208,CZE,20300209,1,1.0,0.0,1.0,0.9,228.0,264.0,29.0,4.0,492.0,33.0,1.1578947368421053,0.1379310344827586,7.25,0.0670731707317073,14.909090909090908,0.035,0.09,0.0,3.411764705882353,44.8235294117647,9.411764705882351,0.0,2.0,38.0,4.0
209,CZE,20300210,0,1.0,1.0,1.0,0.99,365.0,363.0,38.0,2.0,728.0,40.0,0.9945205479452056,0.0526315789473684,19.0,0.0549450549450549,18.2,0.4575,0.0,0.0,9.515151515151516,44.03030303030303,11.87878787878788,0.0,6.0,41.0,5.0
211,CZE,20300212,0,1.0,1.0,0.0,0.87,236.0,241.0,30.0,3.0,477.0,33.0,1.021186440677966,0.1,10.0,0.0691823899371069,14.454545454545457,0.35,0.0,0.0,9.875,43.0,8.1875,0.0,2.5,42.5,4.0
214,CZE,20300215,1,1.0,0.0,1.0,0.9,144.0,127.0,15.0,2.0,271.0,17.0,0.8819444444444444,0.1333333333333333,7.5,0.062730627306273,15.941176470588236,0.345,0.0,0.0,5.833333333333333,32.833333333333336,4.0,0.0,3.5,33.0,1.5
217,CZE,20300218,0,1.0,1.0,1.0,0.79,934.0,194.0,58.0,9.0,1128.0,67.0,0.2077087794432548,0.1551724137931034,6.444444444444445,0.0593971631205673,16.83582089552239,0.225,0.1,0.0,7.52,39.84,10.0,0.0,5.0,38.0,4.0
218,CZE,20300219,0,1.0,1.0,1.0,1.0,283.0,870.0,81.0,35.0,1153.0,116.0,3.0742049469964665,0.4320987654320987,2.3142857142857145,0.1006071118820468,9.939655172413794,0.32,0.01,0.0,6.342857142857143,52.68571428571428,13.285714285714286,0.0,4.0,44.0,8.0
219,CZE,20300220,0,1.0,1.0,1.0,1.0,308.0,371.0,42.0,12.0,679.0,54.0,1.2045454545454546,0.2857142857142857,3.5,0.0795287187039764,12.574074074074074,0.0225,0.01,0.0,8.030303030303031,62.06060606060606,14.333333333333334,0.0,7.0,45.0,13.0
224,CZE,20300225,0,1.0,1.0,0.0,1.0,229.0,239.0,26.0,1.0,468.0,27.0,1.0436681222707425,0.0384615384615384,26.0,0.0576923076923076,17.333333333333332,0.21,0.0,0.0,4.2105263157894735,44.47368421052632,9.526315789473683,0.0,0.0,40.0,13.0
225,CZE,20300226,0,0.0,1.0,1.0,0.95,305.0,21.0,29.0,11.0,326.0,40.0,0.0688524590163934,0.3793103448275862,2.636363636363636,0.1226993865030674,8.15,0.04,0.27,0.0,7.733333333333333,46.06666666666667,8.733333333333333,0.0,4.0,43.0,6.0
227,CZE,20300228,0,1.0,1.0,1.0,1.0,406.0,9.0,49.0,6.0,415.0,55.0,0.022167487684729,0.1224489795918367,8.166666666666666,0.1325301204819277,7.545454545454546,0.4366666666666666,0.01,0.0,6.375,45.5,9.21875,0.0,6.0,41.0,3.0
228,CZE,20300229,0,1.0,1.0,1.0,1.0,162.0,173.0,14.0,16.0,335.0,30.0,1.067901234567901,1.1428571428571428,0.875,0.0895522388059701,11.166666666666666,0.1725,0.02,0.0,10.7,62.6,36.5,0.0,0.0,45.5,17.5
229,CZE,20300230,0,1.0,1.0,0.0,1.0,165.0,140.0,20.0,2.0,305.0,22.0,0.8484848484848485,0.1,10.0,0.0721311475409836,13.863636363636363,0.3125,0.0,0.0,7.384615384615385,45.92307692307692,7.3076923076923075,0.0,4.0,44.0,4.0
231,CZE,20300232,0,1.0,1.0,1.0,0.94,1186.0,125.0,104.0,5.0,1311.0,109.0,0.1053962900505902,0.048076923076923,20.8,0.0831426392067124,12.027522935779816,0.1775,0.0,0.0,5.730769230769231,39.96153846153846,11.26923076923077,0.0,4.5,37.0,10.5
232,CZE,20300233,0,1.0,1.0,0.0,0.88,596.0,11.0,50.0,9.0,607.0,59.0,0.0184563758389261,0.18,5.555555555555555,0.0971993410214168,10.28813559322034,0.525,0.22,0.0,6.5,46.55555555555556,12.833333333333334,0.0,0.0,39.5,13.5
233,CZE,20300234,0,1.0,1.0,0.0,1.0,236.0,358.0,34.0,23.0,594.0,57.0,1.5169491525423728,0.6764705882352942,1.4782608695652173,0.0959595959595959,10.421052631578949,0.2625,0.01,0.0,7.5625,61.75,18.8125,0.0,4.5,52.0,15.5
234,CZE,20300235,0,1.0,0.0,1.0,1.0,400.0,430.0,46.0,5.0,830.0,51.0,1.075,0.108695652173913,9.2,0.0614457831325301,16.274509803921568,0.34,0.01,0.0,5.15625,45.6875,8.59375,0.0,3.0,41.0,3.0
235,CZE,20300236,0,1.0,1.0,1.0,1.0,180.0,177.0,27.0,7.0,357.0,34.0,0.9833333333333332,0.2592592592592592,3.857142857142857,0.0952380952380952,10.5,0.26,0.03,0.0,6.161290322580645,43.70967741935484,8.67741935483871,0.0,2.0,40.0,10.0
237,CZE,20300238,0,1.0,1.0,0.0,0.9,317.0,56.0,30.0,19.0,373.0,49.0,0.1766561514195583,0.6333333333333333,1.5789473684210529,0.131367292225201,7.612244897959184,0.3125,0.03,0.0,5.5,76.25,23.75,0.0,3.5,64.0,15.0
239,CZE,20300240,0,1.0,1.0,1.0,0.99,100.0,2.0,35.0,4.0,102.0,39.0,0.02,0.1142857142857142,8.75,0.3823529411764705,2.6153846153846154,0.295,0.01,0.0,10.25,62.29166666666666,17.25,0.0,3.0,40.0,7.0
240,CZE,20300241,0,1.0,1.0,1.0,0.97,118.0,291.0,32.0,5.0,409.0,37.0,2.4661016949152543,0.15625,6.4,0.0904645476772616,11.054054054054054,0.0766666666666666,0.01,0.0,8.0,45.69230769230769,9.576923076923077,0.0,5.5,44.5,5.5
242,CZE,20300243,0,1.0,1.0,1.0,1.0,233.0,81.0,24.0,4.0,314.0,28.0,0.3476394849785407,0.1666666666666666,6.0,0.0891719745222929,11.214285714285714,0.1133333333333333,0.02,0.0,5.62962962962963,47.18518518518518,11.74074074074074,0.0,0.0,44.0,14.0
244,CZE,20300245,0,1.0,0.0,1.0,1.0,40.0,193.0,16.0,6.0,233.0,22.0,4.825,0.375,2.6666666666666665,0.0944206008583691,10.590909090909092,0.135,0.11,0.0,7.4375,50.15625,10.8125,0.0,4.5,44.0,6.5
246,CZE,20300247,1,1.0,1.0,0.0,0.97,126.0,135.0,23.0,3.0,261.0,26.0,1.0714285714285714,0.1304347826086956,7.666666666666667,0.0996168582375478,10.038461538461538,0.205,0.01,0.0,11.61111111111111,42.27777777777778,8.722222222222221,0.0,3.5,41.0,7.5
247,CZE,20300248,1,1.0,1.0,1.0,0.98,133.0,191.0,22.0,8.0,324.0,30.0,1.43609022556391,0.3636363636363636,2.75,0.0925925925925925,10.8,0.1033333333333333,0.02,0.0,8.32258064516129,64.48387096774194,13.935483870967742,0.0,5.0,50.0,11.0
250,CZE,20300251,0,1.0,1.0,1.0,0.98,283.0,9.0,20.0,11.0,292.0,31.0,0.0318021201413427,0.55,1.818181818181818,0.1061643835616438,9.419354838709678,0.18,0.1,0.0,7.5,43.5,10.0,0.0,7.5,42.0,4.0
251,CZE,20300252,1,1.0,1.0,1.0,0.99,238.0,228.0,40.0,3.0,466.0,43.0,0.957983193277311,0.075,13.333333333333334,0.0922746781115879,10.83720930232558,0.3366666666666666,0.2,0.0,5.8,55.93333333333333,6.066666666666666,0.0,5.0,44.0,0.0
254,CZE,20300255,0,1.0,1.0,0.0,0.88,126.0,151.0,19.0,1.0,277.0,20.0,1.1984126984126984,0.0526315789473684,19.0,0.0722021660649819,13.85,0.24,0.0,0.0,7.0,52.21428571428572,11.357142857142858,0.0,7.0,41.5,8.0
256,CZE,20300257,0,1.0,1.0,0.0,0.8,291.0,347.0,39.0,4.0,638.0,43.0,1.1924398625429553,0.1025641025641025,9.75,0.067398119122257,14.83720930232558,0.2125,0.0,0.0,4.611111111111111,55.388888888888886,8.777777777777779,0.0,2.0,40.5,10.0
