,CNT,CNTSCHID,bol_location,bol_extra_acts,bol_competition,bol_career_guidance,funding,students_male,students_female,teachers_ft,teachers_pt,total_students,total_teachers,ratio_f2m,ratio_pt2ft,ratio_ft2pt,ratio_t2s,ratio_s2t,ap_parental_eng,dropout_rate,avg_cog,avg_math,avg_read,avg_science,med_cog,med_math,med_read,med_science
1099,SVK,70300297,0,1.0,0.0,0.0,0.9,233.0,143.0,39.0,17.0,376.0,56.0,0.6137339055793991,0.4358974358974359,2.294117647058824,0.1489361702127659,6.714285714285714,0.2533333333333333,0.02,16.764705882352942,9.088235294117649,63.088235294117645,8.176470588235293,0.0,0.0,40.5,0.0
1104,SVK,70300302,0,1.0,1.0,0.0,0.99,345.0,332.0,43.0,3.0,677.0,46.0,0.9623188405797102,0.0697674418604651,14.333333333333334,0.0679468242245199,14.717391304347826,0.335,0.0,4.75,4.0,46.75,6.625,0.0,0.0,46.0,0.0
1107,SVK,70300305,1,1.0,1.0,0.0,0.78,126.0,105.0,15.0,6.0,231.0,21.0,0.8333333333333334,0.4,2.5,0.0909090909090909,11.0,0.2025,0.0,9.875,3.375,39.75,7.125,0.0,0.0,40.5,3.5
1108,SVK,70300306,1,1.0,1.0,0.0,0.98,184.0,174.0,23.0,2.0,358.0,25.0,0.9456521739130436,0.0869565217391304,11.5,0.0698324022346368,14.32,0.4825,0.0,5.0,3.3076923076923075,57.76923076923077,3.8461538461538463,0.0,0.0,52.0,0.0
1109,SVK,70300307,1,1.0,1.0,0.0,1.0,80.0,90.0,13.0,5.0,170.0,18.0,1.125,0.3846153846153846,2.6,0.1058823529411764,9.444444444444445,0.4,0.0,14.285714285714286,1.4285714285714286,35.857142857142854,8.142857142857142,0.0,0.0,34.0,0.0
1110,SVK,70300308,0,1.0,1.0,0.0,0.99,134.0,382.0,42.0,13.0,516.0,55.0,2.8507462686567164,0.3095238095238095,3.230769230769231,0.1065891472868217,9.38181818181818,0.4375,0.01,10.32258064516129,5.903225806451613,55.32258064516129,7.161290322580645,0.0,0.0,48.0,0.0
1111,SVK,70300309,0,1.0,1.0,1.0,0.98,610.0,45.0,30.0,8.0,655.0,38.0,0.0737704918032786,0.2666666666666666,3.75,0.0580152671755725,17.236842105263158,0.13,0.01,4.766666666666667,4.666666666666667,43.93333333333333,8.733333333333333,0.0,0.0,45.0,0.0
1113,SVK,70300311,0,1.0,1.0,1.0,0.97,247.0,106.0,25.0,2.0,353.0,27.0,0.4291497975708502,0.08,12.5,0.0764872521246459,13.074074074074074,0.46,0.0,8.393939393939394,5.121212121212121,49.48484848484848,6.878787878787879,0.0,0.0,47.0,0.0
1115,SVK,70300313,0,1.0,1.0,1.0,0.98,235.0,229.0,28.0,4.0,464.0,32.0,0.9744680851063828,0.1428571428571428,7.0,0.0689655172413793,14.5,0.2125,0.0,9.529411764705882,9.882352941176473,45.294117647058826,5.941176470588236,0.0,0.0,42.0,0.0
1125,SVK,70300323,0,1.0,1.0,1.0,1.0,74.0,479.0,43.0,7.0,553.0,50.0,6.472972972972973,0.1627906976744186,6.142857142857143,0.0904159132007233,11.06,0.45,0.0,8.0,5.090909090909091,47.48484848484848,7.363636363636363,0.0,0.0,42.0,0.0
1126,SVK,70300324,0,1.0,1.0,1.0,1.0,299.0,356.0,38.0,5.0,655.0,43.0,1.1906354515050168,0.131578947368421,7.6,0.065648854961832,15.232558139534884,0.41,0.0,10.785714285714286,3.857142857142857,43.96428571428572,5.892857142857143,0.0,0.0,44.5,0.0
1129,SVK,70300327,1,1.0,1.0,0.0,1.0,393.0,417.0,58.0,6.0,810.0,64.0,1.0610687022900764,0.1034482758620689,9.666666666666666,0.0790123456790123,12.65625,0.2075,0.05,27.041666666666668,14.5,66.75,15.916666666666666,0.0,0.0,50.0,0.0
1132,SVK,70300330,1,1.0,0.0,1.0,1.0,146.0,140.0,17.0,4.0,286.0,21.0,0.958904109589041,0.2352941176470588,4.25,0.0734265734265734,13.61904761904762,0.2725,0.0,8.625,1.75,42.875,2.75,0.0,0.0,44.5,0.0
1135,SVK,70300334,0,1.0,1.0,0.0,0.99,270.0,285.0,37.0,2.0,555.0,39.0,1.0555555555555556,0.054054054054054,18.5,0.0702702702702702,14.23076923076923,0.1825,0.04,7.133333333333334,4.533333333333333,50.266666666666666,4.633333333333334,0.0,0.0,43.5,0.0
1136,SVK,70300335,0,1.0,1.0,0.0,0.99,147.0,435.0,51.0,34.0,582.0,85.0,2.959183673469388,0.6666666666666666,1.5,0.1460481099656357,6.847058823529411,0.1625,0.0,6.3125,4.125,55.3125,6.6875,0.0,0.0,45.5,0.0
1139,SVK,70300338,0,1.0,1.0,1.0,0.99,157.0,158.0,21.0,3.0,315.0,24.0,1.0063694267515924,0.1428571428571428,7.0,0.0761904761904762,13.125,0.2375,0.02,2.5454545454545454,5.636363636363637,63.81818181818182,10.545454545454543,0.0,0.0,51.0,0.0
1142,SVK,70300341,0,1.0,1.0,1.0,1.0,136.0,217.0,27.0,9.0,353.0,36.0,1.5955882352941178,0.3333333333333333,3.0,0.1019830028328611,9.805555555555555,0.24,0.01,7.310344827586207,5.103448275862069,46.03448275862069,7.0344827586206895,0.0,0.0,47.0,0.0
1146,SVK,70300345,1,1.0,1.0,0.0,1.0,216.0,200.0,26.0,8.0,416.0,34.0,0.925925925925926,0.3076923076923077,3.25,0.0817307692307692,12.235294117647058,0.1975,0.0,5.3,7.05,50.45,13.3,0.0,0.0,45.5,0.0
1147,SVK,70300346,0,1.0,1.0,0.0,0.82,405.0,9.0,32.0,4.0,414.0,36.0,0.0222222222222222,0.125,8.0,0.0869565217391304,11.5,0.0966666666666666,0.01,8.966666666666667,5.733333333333333,44.766666666666666,7.133333333333334,0.0,0.0,44.0,0.0
1148,SVK,70300347,0,1.0,1.0,0.0,0.98,356.0,401.0,43.0,3.0,757.0,46.0,1.1264044943820224,0.0697674418604651,14.333333333333334,0.0607661822985469,16.456521739130434,0.4,0.0,11.583333333333334,6.5,54.083333333333336,7.458333333333333,0.0,0.0,46.5,0.0
1150,SVK,70300349,1,1.0,0.0,1.0,1.0,44.0,27.0,10.0,2.0,71.0,12.0,0.6136363636363636,0.2,5.0,0.1690140845070422,5.916666666666667,0.185,0.0,0.0,2.6,3.0,3.4,0.0,2.0,3.0,3.0
1155,SVK,70300354,1,1.0,0.0,0.0,1.0,121.0,112.0,13.0,6.0,233.0,19.0,0.9256198347107438,0.4615384615384615,2.1666666666666665,0.0815450643776824,12.263157894736842,0.5,0.0,10.25,4.125,47.0,9.0,0.0,0.0,46.0,0.0
1159,SVK,70300358,0,1.0,1.0,1.0,0.96,402.0,414.0,58.0,2.0,816.0,60.0,1.0298507462686568,0.0344827586206896,29.0,0.0735294117647058,13.6,0.2975,0.0,9.0,6.6,52.6,10.72,0.0,0.0,45.0,0.0
1164,SVK,70300363,0,1.0,1.0,0.0,0.92,431.0,3.0,50.0,8.0,434.0,58.0,0.0069605568445475,0.16,6.25,0.1336405529953917,7.482758620689655,0.5475,0.01,7.366666666666666,4.133333333333334,38.96666666666667,8.133333333333333,0.0,0.0,38.0,0.0
1165,SVK,70300364,0,1.0,1.0,1.0,1.0,186.0,131.0,22.0,9.0,317.0,31.0,0.7043010752688172,0.4090909090909091,2.4444444444444446,0.0977917981072555,10.225806451612904,0.3233333333333333,0.0,7.392857142857143,4.178571428571429,50.85714285714285,8.607142857142858,0.0,0.0,47.5,0.0
1166,SVK,70300365,1,1.0,1.0,0.0,0.99,198.0,192.0,23.0,3.0,390.0,26.0,0.9696969696969696,0.1304347826086956,7.666666666666667,0.0666666666666666,15.0,0.25,0.15,2.875,12.875,38.25,3.25,0.0,1.0,43.0,1.5
1168,SVK,70300367,0,1.0,0.0,1.0,1.0,78.0,143.0,43.0,32.0,221.0,75.0,1.8333333333333333,0.7441860465116279,1.34375,0.3393665158371041,2.9466666666666668,0.34,0.01,11.714285714285714,9.857142857142858,89.57142857142857,22.5,0.0,0.0,67.5,0.0
1170,SVK,70300369,0,1.0,1.0,0.0,0.99,226.0,232.0,26.0,10.0,458.0,36.0,1.0265486725663715,0.3846153846153846,2.6,0.0786026200873362,12.72222222222222,0.635,0.0,18.11111111111111,9.666666666666666,56.44444444444444,11.88888888888889,0.0,0.0,49.0,0.0
1174,SVK,70300373,1,1.0,1.0,0.0,0.99,48.0,92.0,8.0,7.0,140.0,15.0,1.9166666666666667,0.875,1.1428571428571428,0.1071428571428571,9.333333333333334,0.4725,0.0,12.7,5.1,50.8,7.9,0.0,0.0,47.0,0.0
1175,SVK,70300374,1,1.0,0.0,1.0,0.98,237.0,242.0,33.0,2.0,479.0,35.0,1.021097046413502,0.0606060606060606,16.5,0.0730688935281837,13.685714285714283,0.405,0.0,9.0,5.5,59.833333333333336,6.0,0.0,0.0,48.0,0.0
1182,SVK,70300381,0,1.0,1.0,0.0,1.0,300.0,400.0,45.0,3.0,700.0,48.0,1.3333333333333333,0.0666666666666666,15.0,0.0685714285714285,14.583333333333334,0.3375,0.08,6.0,4.9,60.3,5.2,0.0,1.5,53.0,0.5
1183,SVK,70300382,0,1.0,1.0,1.0,1.0,73.0,396.0,48.0,11.0,469.0,59.0,5.424657534246576,0.2291666666666666,4.363636363636363,0.1257995735607676,7.9491525423728815,0.2525,0.02,5.411764705882353,7.558823529411764,50.5,11.117647058823527,0.0,0.0,42.0,0.0
