CNT,CNTSCHID,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC162Q01SA,SC011Q01TA,SC167Q01HA,SC167Q02HA,SC167Q03HA,SC167Q04HA,SC167Q05HA,SC167Q06HA,SC002Q01TA,SC002Q02TA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC003Q01TA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q12IA,SC053Q13IA,SC053Q09TA,SC053Q10TA,SC053Q14IA,SC053Q15IA,SC053Q16IA,SC053D11TA,SC164Q01HA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,avg_cog,med_cog,avg_math,med_math,avg_read,med_read,avg_science,med_science
SVK,70300114,2,1,100,0,0,0,2,1,1,1,1,1,1,1,167,144,19,6,19,6,0,0,19,6,0,NA,3,2,2,2,1,1,2,1,1,1,1,2,0703002,NA,9,27,39,9,13,0,3.4285714285714284,0,42.857142857142854,40,4.142857142857143,0
SVK,70300115,3,1,100,NA,NA,NA,2,1,2,2,2,1,1,1,303,60,26,0,26,0,0,0,26,0,0,0,3,2,2,2,1,2,2,2,1,2,1,2,0703001,8,50,50,7,NA,8,0,5.766666666666667,0,57.63333333333333,44.5,4.6,0
SVK,70300116,1,1,100,0,0,0,1,3,2,2,2,1,1,1,103,81,13,5,13,5,0,0,13,5,0,0,1,2,1,1,2,1,2,1,1,1,1,2,0703002,NA,20,85,100,20,115,115,0,0,58,58,0,0
SVK,70300117,3,2,99,0,1,0,2,2,1,1,1,1,1,1,127,147,18,6,18,6,0,0,18,6,0,0,3,1,1,1,1,2,2,1,1,1,1,2,0703001,0,10,20,50,1,13.21875,0,5.25,0,56.125,48.5,8.4375,0
SVK,70300118,4,1,100,0,0,0,1,1,1,1,1,1,1,1,165,112,24,6,24,6,0,0,24,6,0,0,2,1,1,1,2,1,1,1,1,1,1,1,0703001,NA,93,22,96,NA,4.571428571428571,0,6.714285714285714,0,58,45,16.142857142857142,0
SVK,70300119,1,1,100,NA,NA,NA,1,3,2,2,2,2,2,2,110,121,16,2,16,2,0,0,16,2,0,0,1,2,2,2,1,2,2,2,1,1,1,2,0703002,NA,77,50,3,NA,27.727272727272727,0,13.636363636363637,0,47.45454545454545,37,9.727272727272728,2
SVK,70300120,3,1,92,0,0,8,NA,1,2,1,1,1,1,1,200,293,35,6,35,6,0,0,35,6,3,0,5,2,2,1,1,1,1,1,1,2,2,2,0703001,0,5,16,75,NA,9.32258064516129,0,4.870967741935484,0,55.774193548387096,48,10.741935483870968,0
SVK,70300121,2,1,NA,NA,NA,NA,2,1,1,1,1,1,1,1,224,220,30,NA,30,NA,0,NA,30,NA,0,NA,2,2,1,1,1,1,1,1,1,1,2,1,0703002,NA,50,66,15,15,89.75,87,17.75,10.5,85.75,75.5,12.75,0
SVK,70300122,3,1,85,NA,NA,15,2,1,1,1,1,1,1,1,346,66,46,4,8,2,6,0,37,3,0,0,3,2,2,2,1,1,1,1,1,1,1,1,0703001,1,72,35,5,0,4.52,0,3.04,0,40.12,39,5.08,0
SVK,70300123,1,1,97,3,NA,NA,1,1,2,1,2,1,1,2,102,70,13,2,0,0,0,0,13,2,0,0,1,1,1,1,1,2,2,1,1,1,1,2,0703002,2,50,65,79,24,9.25,0,3.25,1.5,36.75,35.5,1.25,0
SVK,70300124,1,1,100,NA,NA,NA,1,1,2,1,1,1,1,1,95,108,16,2,14,1,0,0,3,1,0,0,1,2,1,2,1,1,2,1,1,1,2,2,0703002,NA,20,60,10,NA,6.166666666666667,0,16.333333333333332,1.5,84,66.5,6.166666666666667,0.5
SVK,70300125,2,1,100,0,0,0,2,3,2,1,2,2,2,2,58,85,17,0,17,0,0,0,17,0,0,0,1,2,2,1,2,2,2,1,1,2,1,1,0703002,0,0,0,8,0,0,0,1.5555555555555556,1,12.11111111111111,18,0.8888888888888888,0
SVK,70300126,2,1,100,NA,NA,NA,2,1,1,1,1,1,1,1,335,379,44,4,44,4,0,0,44,4,1,0,3,2,1,2,1,1,1,1,1,1,1,1,0703001,17,40,75,60,30,7.225806451612903,0,5.935483870967742,0,48.645161290322584,38,7,0
SVK,70300127,1,1,100,0,0,0,1,1,1,1,1,1,1,1,98,99,17,3,17,3,1,0,15,3,0,0,2,NA,1,1,NA,NA,NA,1,1,NA,1,NA,9999999,NA,50,25,10,5,7.166666666666667,0,5.166666666666667,0,35.833333333333336,36,6.5,3
SVK,70300128,3,1,100,0,0,0,1,1,1,2,1,1,1,1,171,442,43,7,43,7,1,0,40,7,2,0,1,2,1,1,1,2,2,1,1,1,1,2,0703002,NA,5,30,50,NA,11.166666666666666,0,4.3,0,45.43333333333333,44,10.133333333333333,0
SVK,70300129,3,1,97,2,NA,1,1,1,2,1,2,1,1,1,689,343,39,8,39,8,0,0,39,8,0,0,3,2,1,2,2,1,2,2,1,2,2,2,0703002,0,5,15,75,5,10.545454545454543,0,3.5454545454545454,0,41.36363636363637,36,4.909090909090909,0
SVK,70300130,1,1,100,0,0,0,1,1,2,1,1,1,1,1,238,116,21,1,21,1,0,NA,21,NA,0,NA,2,2,1,1,1,2,2,1,1,1,1,2,0703001,6,60,30,17,7,8.333333333333334,0,3.3333333333333335,0,42.833333333333336,40.5,5,0
SVK,70300131,1,1,97,0,0,3,1,2,1,1,1,1,1,1,51,41,10,3,9,0,0,0,3,1,0,0,1,1,1,1,1,1,2,1,1,1,2,2,0703002,NA,10,80,10,5,1.3333333333333333,0,7.333333333333333,9,39.333333333333336,34,0,0
SVK,70300132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9999999,NA,NA,NA,NA,NA,6.516129032258065,0,2.7096774193548385,0,48.12903225806452,43,7.67741935483871,0
SVK,70300133,1,2,98,1,1,0,1,3,1,1,1,1,1,1,73,84,11,2,11,2,0,0,11,2,1,1,1,1,1,NA,2,1,2,1,1,1,1,1,0703002,NA,10,20,80,10,8,0,2.6666666666666665,0,41.333333333333336,41,3,0
SVK,70300134,2,1,100,NA,NA,NA,1,1,2,1,1,1,1,1,83,104,13,6,13,6,0,0,13,6,0,0,4,2,1,1,1,1,2,1,1,1,1,1,0703001,NA,20,70,5,NA,8.782608695652174,0,4.6521739130434785,0,53.17391304347826,44,7.3478260869565215,0
SVK,70300135,1,1,100,NA,NA,NA,1,1,1,1,1,1,1,1,28,23,7,2,7,2,NA,NA,7,2,NA,NA,1,2,2,2,2,NA,NA,2,2,NA,NA,NA,9999999,NA,50,40,10,2,8.666666666666666,0,3,0,47.666666666666664,39,5.666666666666667,0
SVK,70300136,2,1,98,NA,NA,2,1,1,1,1,1,1,1,1,78,88,10,4,10,4,0,0,10,4,0,0,1,1,1,2,1,1,2,1,1,1,1,1,0703002,0,10,21,53,10,0,0,3.6666666666666665,5,35.333333333333336,36,5,0
SVK,70300137,3,1,90,NA,NA,10,2,1,1,1,1,1,1,1,118,340,37,7,37,7,0,0,37,7,1,1,4,2,2,1,1,2,2,1,1,1,1,1,0703002,0,30,50,9,0,6.4411764705882355,0,5.323529411764706,0,51.411764705882355,43,10.882352941176473,0
SVK,70300139,3,1,95,0,5,0,1,1,1,1,1,1,1,1,280,591,66,10,66,10,0,0,62,10,4,0,4,1,2,1,1,2,1,1,1,1,1,1,0703001,NA,55,65,85,25,10.6875,0,5,0,49.34375,49.5,7,0
SVK,70300140,1,1,97,0,0,3,2,1,1,1,1,1,1,1,105,115,23,1,23,1,0,0,23,1,1,NA,1,2,1,1,2,1,1,2,1,1,2,2,0703002,NA,5,7,44,NA,13.833333333333334,0,4.083333333333333,0,46.833333333333336,33.5,3.5,0
SVK,70300141,3,2,99,0,1,0,1,1,1,1,1,1,1,1,135,112,16,6,0,0,0,1,15,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0703002,NA,80,91,96,78,6.5,0,3.75,1.5,42.25,40,9.5,4
SVK,70300142,4,1,90,0,8,2,1,1,1,1,1,1,1,1,208,55,20,3,20,2,0,0,20,3,0,0,2,2,1,1,1,2,2,1,1,1,1,2,0703002,NA,60,30,80,5,6.25,0,4.125,0,42.25,44.5,7.5625,0
SVK,70300143,3,1,98,0,2,0,2,1,1,1,1,1,1,1,346,391,50,16,50,15,0,1,48,15,2,0,4,1,1,1,1,2,1,1,1,1,1,1,0703001,0,75,56,57,5,10.59375,0,4.09375,0,59.65625,46,12.21875,0
SVK,70300144,3,1,99,0,1,0,2,2,1,1,1,1,1,1,195,202,23,6,23,6,0,0,23,6,0,0,3,1,1,2,1,1,2,1,1,1,1,1,0703002,0,20,55,7,10,10.181818181818182,0,3,0,51.54545454545455,42,9.909090909090908,4
SVK,70300145,3,1,100,NA,NA,NA,2,1,1,1,2,1,2,1,48,26,19,1,NA,NA,NA,NA,19,1,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,0703001,NA,20,24,15,5,0,0,3,1.5,7,3,4.5,3
SVK,70300146,2,1,99,NA,NA,1,1,2,1,1,2,1,1,1,252,231,23,5,23,5,0,0,23,5,0,0,4,1,1,1,1,1,1,1,1,1,1,1,0703001,NA,55,24,10,3,15.105263157894736,0,2.3684210526315788,0,47.31578947368421,42,5,0
SVK,70300147,4,1,98,0,1,1,1,1,1,1,1,1,1,1,151,204,26,10,26,8,0,0,26,10,0,0,1,1,1,1,1,1,2,1,1,1,1,2,0703001,NA,86,53,31,8,7.352941176470588,0,6.882352941176471,0,60.11764705882353,45,8.352941176470589,0
SVK,70300148,1,1,98,0,0,2,1,3,1,1,1,1,1,1,95,82,13,1,13,1,0,0,13,1,0,0,3,2,2,2,1,2,2,1,1,1,1,1,0703002,NA,10,25,3,NA,4.142857142857143,0,3.142857142857143,0,36,34,4.857142857142857,0
SVK,70300149,3,1,100,0,0,0,1,1,2,1,1,1,1,1,129,112,15,4,15,4,0,0,15,4,0,0,3,2,2,1,1,2,2,1,1,1,1,2,0703002,0,70,15,10,5,6.142857142857143,0,1,0,56,49,13.571428571428571,15
SVK,70300150,3,1,95,0,5,0,2,1,1,1,1,1,1,1,280,434,50,11,NA,NA,0,NA,NA,NA,3,NA,4,1,1,1,1,2,1,1,1,1,1,1,0703001,NA,20,32,81,NA,10.193548387096774,0,5.290322580645161,0,57.16129032258065,51,11.548387096774194,0
SVK,70300151,3,1,99,NA,1,NA,2,3,1,1,1,1,1,1,285,175,37,8,37,8,0,0,37,8,1,1,3,2,2,2,1,2,2,1,1,1,1,1,0703002,0,31,50,40,0,8.647058823529411,0,3.764705882352941,0,45.705882352941174,42.5,6.323529411764706,0
SVK,70300152,1,1,85,0,10,5,1,3,2,1,1,1,1,1,67,68,12,NA,12,NA,0,NA,11,NA,1,NA,1,2,1,1,1,2,2,1,1,2,1,2,0703002,NA,40,10,100,10,9,0,2.25,0,44.25,42,9.5,9
SVK,70300153,2,1,100,0,0,0,2,3,1,1,1,1,1,1,462,382,50,3,50,3,0,0,50,3,0,0,3,2,2,1,1,1,2,1,1,1,2,1,0703002,0,85,97,67,28,10.555555555555555,0,4.5,0,41.833333333333336,41,4.944444444444445,0
SVK,70300154,2,1,100,0,0,0,2,2,1,1,1,1,2,1,57,59,15,NA,15,NA,0,NA,15,NA,0,NA,1,2,2,2,1,1,1,1,1,1,1,2,0703002,NA,24,100,10,NA,0,0,6.666666666666667,3,3.5555555555555554,3,9.11111111111111,3
SVK,70300155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9999999,NA,NA,NA,NA,NA,12.947368421052632,0,5.7368421052631575,0,54.473684210526315,47,7.263157894736843,0
SVK,70300156,3,2,95,5,0,0,1,1,1,1,1,1,1,1,194,231,30,9,0,0,0,0,30,9,3,0,3,1,1,1,1,2,2,1,1,1,1,2,0703001,0,20,2,4,4,10.620689655172416,0,5.103448275862069,0,44.6551724137931,44,8.310344827586206,0
SVK,70300157,3,1,100,0,0,0,1,1,1,1,1,1,1,1,111,152,17,4,17,4,0,0,17,4,0,0,3,2,1,2,1,2,2,1,1,1,1,1,0703002,0,50,70,70,10,7.2,0,5.6,3,46.6,31,5,0
SVK,70300158,1,1,100,0,0,0,1,2,1,1,2,1,1,1,42,43,10,NA,0,NA,1,NA,9,NA,0,NA,1,2,2,1,1,2,2,1,1,1,1,2,0703002,0,50,10,90,50,0,0,4,4,42,42,0,0
SVK,70300159,1,1,100,NA,NA,NA,1,3,1,1,1,1,1,1,39,21,8,0,7,0,0,0,7,NA,0,NA,1,2,1,2,2,2,2,1,1,2,1,2,0703001,0,48,97,20,31,6,6,10,10,43.5,43.5,0,0
SVK,70300161,1,1,100,NA,NA,NA,2,1,1,2,2,1,1,1,200,212,27,4,26,4,2,0,24,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0703001,0,3,5,2,1,5.333333333333333,0.5,8.166666666666666,0,61.5,47.5,8.5,0
SVK,70300162,2,1,100,NA,NA,NA,1,1,1,1,1,1,1,1,151,267,32,NA,32,NA,0,NA,32,NA,1,NA,3,1,1,1,1,2,1,1,1,1,1,1,0703001,NA,73,18,10,15,11.125,0,4.34375,0,43.8125,43,10.15625,0
SVK,70300163,2,1,100,0,0,0,2,1,1,1,1,1,1,1,135,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9999999,NA,NA,NA,NA,NA,3.6,0,3.8,0,63.2,47,17,0
SVK,70300164,1,1,100,0,0,0,1,2,2,1,1,1,1,1,147,147,20,3,20,3,0,0,20,3,0,0,3,1,1,2,1,2,2,1,1,2,1,1,0703002,0,95,90,95,5,3,0,5.428571428571429,0,54,44,5.857142857142857,2
SVK,70300165,2,1,100,0,0,0,2,3,2,1,1,1,1,1,241,243,26,9,26,9,0,0,26,9,0,0,3,1,1,1,2,2,2,1,1,1,2,2,0703002,0,5,8,60,2,6.076923076923077,0,8.615384615384615,0,60.23076923076923,42,4.538461538461538,0
SVK,70300166,3,1,100,NA,NA,NA,NA,1,1,1,1,1,1,1,9,426,32,7,32,7,0,0,32,7,1,1,4,1,1,1,1,2,2,1,1,1,1,1,0703002,NA,30,30,40,NA,15.272727272727272,0,7.212121212121212,0,51.75757575757576,46,10.696969696969695,0
SVK,70300167,2,1,100,0,0,0,1,1,1,1,2,1,1,1,168,148,22,7,22,0,0,0,22,7,0,0,4,1,1,1,1,2,2,1,1,1,1,1,0703002,NA,20,66,14,6,25,0,3.875,0,78.625,70.5,9.25,2.5
SVK,70300168,1,1,100,0,0,0,2,2,1,1,1,1,1,1,174,150,53,1,53,1,0,0,51,1,2,0,1,2,1,1,2,2,1,1,1,2,2,2,0703002,NA,NA,82,4,NA,0,0,7.735294117647059,3,4.705882352941177,3,2.7941176470588234,2
SVK,70300169,3,2,97,0,0,3,1,1,1,2,2,1,1,1,96,169,20,5,20,5,0,0,19,3,1,2,2,2,2,1,1,2,2,1,1,1,2,2,0703001,0,30,80,2,1,8.695652173913043,0,5.086956521739131,0,59.21739130434783,50,11.826086956521738,0
SVK,70300170,3,1,100,0,0,NA,2,1,1,2,1,1,1,1,207,224,35,3,35,3,0,0,35,3,0,0,2,2,1,1,1,1,2,1,1,2,1,2,0703001,NA,33,88,7,10,12.9,0,6.5,1.5,48.1,47,7.8,0
SVK,70300171,1,1,99,1,NA,NA,2,1,1,1,2,1,1,1,94,124,23,1,23,NA,1,NA,22,1,1,NA,1,1,1,1,1,1,2,1,1,2,2,2,0703002,NA,4,4,87,1,0,0,0,0,50,50,23,23
SVK,70300172,1,1,99,0,0,1,1,1,1,1,2,2,1,1,123,113,18,3,18,3,0,0,18,3,0,0,3,2,1,1,1,2,2,2,1,1,1,2,0703002,NA,50,85,2,NA,11.714285714285714,0,4.214285714285714,0,55.642857142857146,40.5,6.785714285714286,0
SVK,70300173,1,1,100,0,0,0,2,2,1,1,1,1,1,1,92,79,15,2,14,2,0,0,15,2,0,0,1,2,1,2,1,2,1,1,1,2,1,2,0703002,NA,7,51,46,NA,24,0,10.75,0,81.625,44.5,25.125,14.5
SVK,70300174,3,1,99,0,1,0,1,1,1,1,1,1,1,1,225,198,25,5,25,5,0,0,25,5,0,0,3,2,1,2,1,1,2,1,1,2,2,2,0703001,NA,20,73,5,4,76,0,24.166666666666668,0,18.583333333333332,15.5,22.083333333333332,0
SVK,70300175,2,1,100,0,0,0,1,1,1,1,1,1,1,1,140,162,24,0,24,0,0,0,24,0,0,0,2,1,1,2,1,1,1,1,1,1,1,1,0703002,0,65,20,30,10,10.407407407407408,0,3.740740740740741,0,43.77777777777778,47,13.296296296296296,0
SVK,70300176,3,1,99,0,1,0,1,3,1,2,2,1,2,1,28,21,9,0,9,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,1,1,2,0703002,0,50,50,80,43,0,0,16.666666666666668,11,3,4,4,4
SVK,70300177,2,1,100,NA,NA,NA,2,1,2,1,1,1,1,2,239,48,32,1,31,NA,2,NA,27,NA,0,NA,3,2,2,2,1,2,2,1,1,1,1,1,0703001,1,5,10,5,1,8.6,0,4.866666666666666,0,45.8,40,8.733333333333333,0
SVK,70300178,3,2,75,22,3,0,1,1,1,1,1,1,1,1,34,138,0,0,0,0,0,0,NA,NA,NA,0,3,1,1,1,1,1,2,1,1,1,1,1,0703002,5,10,25,20,5,9.5,0,3.5555555555555554,0,44.833333333333336,44.5,7.333333333333333,0
SVK,70300179,3,1,100,0,0,0,2,1,2,2,2,2,1,1,347,31,39,4,39,4,NA,NA,39,4,1,NA,3,2,2,2,2,2,2,2,1,2,2,2,0703002,1,10,NA,15,2,11.757575757575758,0,4.151515151515151,0,57.48484848484848,46,10.363636363636363,0
SVK,70300180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9999999,NA,NA,NA,NA,NA,6.666666666666667,0,4.190476190476191,0,59.76190476190476,41,5.142857142857143,0
SVK,70300181,3,1,100,NA,NA,NA,2,1,1,1,1,1,1,1,225,258,35,NA,35,NA,0,NA,35,NA,0,NA,2,2,2,1,1,1,2,1,1,1,1,1,0703001,NA,75,22,5,10,11.428571428571429,0,11.714285714285714,1.5,50.857142857142854,45,4.5,0
SVK,70300182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9999999,NA,NA,NA,NA,NA,8.9375,0,5.6875,0,53.96875,42.5,10.09375,0
SVK,70300183,1,2,100,0,0,0,1,3,1,1,1,1,1,1,176,181,25,2,25,0,0,0,24,0,1,0,3,1,1,1,1,2,2,1,1,2,1,2,0703002,NA,20,100,30,NA,7.933333333333334,0,8.333333333333334,0,39.6,38,5.333333333333333,0
SVK,70300184,3,1,100,0,0,0,2,1,1,1,1,1,1,1,419,343,51,3,51,3,0,0,51,3,2,0,3,2,1,1,1,1,1,1,1,1,1,1,0703002,NA,95,96,90,39,5.111111111111111,0,5,0,43.666666666666664,41,5.555555555555555,0
SVK,70300185,4,1,91,NA,3,6,1,1,2,1,1,1,1,1,367,185,36,8,0,0,0,0,35,8,1,0,4,2,2,1,1,2,1,1,1,1,1,1,0703001,1,35,10,5,2,12.633333333333333,0,6.7,0,61.96666666666667,53.5,8.833333333333334,0
SVK,70300186,1,1,100,0,0,0,1,2,2,1,2,1,1,1,82,64,13,0,13,0,0,0,13,0,0,0,1,2,2,2,2,2,2,1,1,1,2,2,0703002,0,40,71,88,8,7.25,0.5,6.5,0,71.5,43,2.5,2
SVK,70300187,3,1,78,0,0,22,2,1,2,2,2,2,1,1,180,225,29,5,29,4,0,1,29,4,0,0,2,2,2,1,1,2,2,2,1,1,1,1,0703002,10,5,10,5,2,8.23076923076923,0,8,0,46.38461538461539,43,5.230769230769231,0
SVK,70300188,3,1,99,0,0,1,2,1,1,1,1,1,1,1,173,166,22,2,22,2,0,0,22,2,0,0,2,1,1,2,1,1,2,2,1,1,1,2,0703002,0,53,6,9,4,9.466666666666669,0,3.933333333333333,0,47.13333333333333,44,5.2,0
SVK,70300189,2,1,94,3,2,1,1,1,1,1,1,1,1,1,240,377,42,12,42,12,0,0,42,12,0,0,4,2,1,1,1,2,1,1,1,1,1,1,0703001,1,10,10,20,10,13.363636363636363,0,5.090909090909091,0,49.31818181818182,45.5,12.045454545454543,0
SVK,70300190,3,1,100,0,0,0,1,1,1,1,1,1,1,1,221,224,32,3,32,3,0,0,32,3,0,0,3,1,1,1,2,2,2,1,1,1,2,1,0703002,0,70,30,6,10,8.647058823529411,0,3.5294117647058822,0,49.76470588235294,43,9.588235294117649,0
SVK,70300191,1,1,98,1,1,0,1,2,1,1,2,1,1,2,118,113,15,3,0,0,0,0,15,3,0,0,2,2,1,2,1,2,1,2,1,1,2,2,0703001,1,25,25,75,0,7,0,3.3333333333333335,0,26,28.5,31.666666666666668,0
SVK,70300192,3,1,100,0,0,0,2,1,1,1,1,1,1,1,97,132,14,5,0,1,0,0,14,4,0,0,2,1,1,1,1,1,1,1,1,1,1,1,0703002,1,4,6,5,0,9.8,0,2.8,0,51.2,51.5,13.4,12
SVK,70300193,3,1,90,0,2,8,2,1,1,1,1,1,1,1,223,160,28,1,0,0,0,0,28,1,0,0,1,1,1,2,2,2,2,1,1,1,1,2,0703002,2,50,40,80,20,4.9523809523809526,0,7.857142857142857,0,70.47619047619048,45,8.285714285714286,0
SVK,70300194,2,1,99,0,1,0,NA,1,1,1,1,1,1,1,96,119,17,1,17,1,0,0,17,1,1,0,3,2,2,1,1,2,2,2,1,2,1,1,0703002,0,75,60,30,35,13.37037037037037,0,4.925925925925926,0,49.666666666666664,46,7.185185185185185,0
SVK,70300195,3,1,100,0,0,0,2,1,2,1,2,1,1,1,183,16,9,4,9,4,0,0,9,4,1,0,2,2,2,2,2,2,2,1,1,1,2,2,0703001,1,20,37,1,0,0,0,9.333333333333334,4.5,70.83333333333333,50,13.833333333333334,2.5
SVK,70300196,3,1,98,0,1,1,1,1,2,1,1,1,1,1,283,265,32,3,32,3,0,0,32,3,0,0,3,2,2,1,2,2,2,1,1,2,2,2,0703002,0,70,15,5,15,8.75,0,3.9375,0,54.75,44,17.5,0
SVK,70300197,3,2,90,5,3,2,2,2,1,1,1,1,1,1,56,53,15,5,14,4,1,1,14,5,1,0,2,2,2,1,1,1,1,1,1,1,1,1,0703002,NA,80,50,90,20,19.428571428571427,0,5.285714285714286,0,52,43,13.142857142857142,0
SVK,70300198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9999999,NA,NA,NA,NA,NA,10,0,5,5,36.8,40,2.4,0
SVK,70300199,1,1,99,0,0,1,2,2,2,2,2,2,2,2,63,38,13,1,13,1,0,0,13,1,0,0,1,2,1,2,1,2,2,1,1,2,1,2,0703002,0,3,8,20,0,0,0,3.6,3,4.8,4,4.6,5
SVK,70300200,1,1,99,NA,1,NA,1,1,1,1,1,1,1,1,98,74,9,8,8,8,0,0,8,8,0,0,2,2,1,2,1,2,2,1,1,1,1,2,0703002,NA,53,88,33,2,8.375,2,6.875,0,50.25,46,6.375,0
SVK,70300201,3,1,99,0,1,0,1,1,1,1,1,1,1,1,255,340,46,2,46,0,0,0,46,2,0,0,3,2,2,1,1,1,1,1,1,1,1,2,0703001,0,8,10,5,0,11.176470588235292,0,4.794117647058823,0,58.3235294117647,48.5,9.529411764705882,0
SVK,70300202,3,1,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,355,268,47,6,47,6,0,0,47,6,0,0,3,2,1,1,1,1,2,1,1,1,1,1,0703002,NA,10,50,50,5,7.321428571428571,0,9.357142857142858,0,55.642857142857146,51,5.785714285714286,0
SVK,70300203,3,1,100,NA,NA,NA,1,1,1,1,1,1,1,1,309,301,NA,NA,NA,NA,1,NA,36,NA,1,1,3,2,1,1,1,1,2,2,1,1,1,1,0703002,NA,NA,9,52,5,5.6875,0,4.875,0,45.4375,44,6.9375,0
SVK,70300204,3,1,96,1,0,3,1,1,2,1,1,1,1,1,303,127,35,2,34,2,1,0,34,2,0,0,2,1,1,2,2,1,2,1,1,1,1,2,0703002,NA,90,100,94,50,18.583333333333332,0,2.6666666666666665,0,47,41.5,8.75,0
SVK,70300205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9999999,NA,NA,NA,NA,NA,2.7083333333333335,0,3.0833333333333335,0,51.625,44.5,7.541666666666667,0
SVK,70300206,3,1,100,NA,NA,NA,1,1,1,1,1,1,1,1,406,189,50,2,50,2,11,0,32,2,0,0,2,2,2,1,1,1,1,1,1,1,1,1,0703002,3,80,76,70,4,3.5,0,9.142857142857142,0,42.785714285714285,41,3.4285714285714284,0
SVK,70300207,3,1,100,0,0,0,1,1,1,1,1,1,1,1,251,417,44,5,44,5,0,0,42,4,2,1,4,1,1,1,1,2,1,1,1,1,1,1,0703001,0,81,81,3,3,16.566666666666666,0,4.733333333333333,0,56.96666666666667,50,8.433333333333334,0
SVK,70300208,2,1,96,2,1,1,2,3,1,1,1,1,1,1,182,190,24,0,23,0,0,0,0,0,0,0,2,2,2,1,1,1,2,2,1,2,2,2,0703002,NA,5,10,3,1,3.941176470588235,0,7.705882352941177,0,57.23529411764706,49,5.588235294117647,0
SVK,70300209,3,1,95,0,1,4,NA,1,2,1,1,1,1,1,225,91,29,6,28,6,0,0,28,6,1,0,4,2,1,2,1,2,2,2,1,1,1,1,0703001,0,14,18,14,4,11.869565217391305,0,8.26086956521739,0,45.82608695652174,44,15.434782608695652,0
SVK,70300210,1,1,97,1,1,1,1,3,1,1,1,1,1,1,104,90,18,NA,17,NA,NA,NA,18,NA,1,NA,1,1,1,1,1,1,2,1,1,1,1,2,0703002,NA,10,5,56,8,5.333333333333333,0,3,2,44.166666666666664,42.5,5.166666666666667,0
SVK,70300211,4,1,100,NA,NA,NA,1,1,1,1,1,1,1,1,179,237,31,6,31,6,31,6,31,6,2,0,4,1,1,1,1,2,2,1,1,1,1,1,0703002,NA,41,41,2,NA,13.172413793103448,0,5.206896551724138,0,52.37931034482759,47,7.9655172413793105,0
SVK,70300212,2,1,100,0,0,0,2,2,1,1,1,1,1,1,158,149,22,3,0,0,0,0,22,3,0,0,2,1,1,2,1,2,2,1,1,1,1,1,0703001,NA,80,50,15,10,2.5555555555555554,0,2.3333333333333335,0,39,37,5.555555555555555,0
SVK,70300213,1,1,100,NA,NA,NA,1,3,1,1,1,1,1,1,150,131,25,NA,22,NA,1,NA,21,NA,0,NA,1,2,2,2,2,2,2,1,1,1,2,2,0703002,NA,30,75,50,NA,6.230769230769231,0,5.538461538461538,0,35.92307692307692,33,9,0
SVK,70300214,1,1,100,NA,NA,NA,1,2,1,1,1,1,1,1,54,65,9,7,9,7,0,0,9,7,0,0,2,1,1,1,1,1,1,1,1,1,1,1,0703002,NA,33,33,40,33,7.666666666666667,0,6.5,1,29.833333333333332,28,2.8333333333333335,0
